condition,variant,method,k,profile_id,name,gender,birth_year,cultural_background,hometown,life_events,rank,song,artist,year,relevance_reason,biographical_precision_1_5,cultural_appropriateness_1_5,notes
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",3,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,"This song was popular during the time Aisha was settling into her new life in Chicago, potentially reminding her of the emotional transitions she experienced.",,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",4,Mad About You,Belinda Carlisle,1986,"A hit during the late 80s, this song might remind Aisha of her early years of marriage and the excitement of starting a new chapter with her husband.",,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",5,"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,1981,The theme of believing in oneself aligns with Aisha's experience of overcoming challenges to enroll in nursing school.,,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",6,Saturday In The Park,Chicago,1972,"This song by Chicago can evoke memories of leisure and community, possibly linking to her time in Chicago and her efforts in starting a support group.",,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",7,Just You 'n' Me,Chicago,1973,"This romantic song could resonate with Aisha's relationship with her husband, reminding her of their early years together.",,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",8,We're An American Band,Grand Funk,1973,"A popular song during her teenage years, it may evoke memories of her youth and cultural assimilation as a Pakistani American.",,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",9,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,This classic wedding song can remind Aisha of her own wedding and the joy of starting a family.,,,
C_bm25_k20,C,bm25,20,P097,Aisha Khan,Female,1963,Pakistani American,"St. Louis, Missouri","1981: Enrolled in nursing school against the odds | 1985: Married Amir, her college classmate | 1987: Moved to Chicago for better job opportunities | 1989: Had a daughter, her first child | 1992: Started a support group for immigrant women",10,"Hello, Dolly!",Louis Armstrong And The All Stars,1964,"A timeless classic that may evoke a sense of nostalgia and joy, connecting to her cultural experiences in America.",,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,1,The Hula Hoop Song,Georgia Gibbs,1958,"This song was released when Eloise was a teenager, likely resonating with her during her formative years. It may evoke memories from her youth in Atlanta.",,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,2,It's Just About Time,Johnny Cash And The Tennessee Two,1959,"Released during the year Eloise started working as a seamstress, this song may remind her of her early work life and the era's cultural atmosphere.",,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,3,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,This song's release coincides with Eloise's early adult years and may connect with her memories of young love and relationships.,,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,4,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,"Although released before her marriage, this romantic song may evoke feelings from her wedding and early family life.",,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,5,Little Bit O' Soul,The Music Explosion,1967,"This upbeat song was popular during the late 1960s, a time when Eloise was involved in Civil Rights marches, possibly providing a sense of empowerment and joy.",,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,6,(You're My) Soul And Inspiration,The Righteous Brothers,1966,"This song was a hit during the mid-60s, a time when Eloise was active in the Civil Rights Movement, and may resonate with her sense of purpose and community.",,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,7,Rainy Night In Georgia/Rubberneckin',Brook Benton,1970,"Released the same year she started her family, this song may remind Eloise of her life in Georgia and her role as a mother.",,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,8,Saturday In The Park,Chicago,1972,This song's themes of leisure and community gatherings may connect with Eloise's experiences as a mother and active community member.,,,
C_bm25_k20,C,bm25,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,9,Keep Your Hands To Yourself,The Georgia Satellites,1987,"While released later, this song by a band from Georgia may evoke pride in her home state and its musical contributions.",,,
